brewery_id,breweries,in_business,city,state,latitude,longitude,brewery_type,phone,website
p2bHtA,Blowing Rock Brewing,Y,Hickory,North Carolina,35.7353882,-81.3258022,Micro Brewery,(828) 855-9999,https://blowingrockbrewing.com/
q6vJUK,Oskar Blues Brewery,Y,Brevard,North Carolina,35.2534666,-82.706852,Micro Brewery,(828) 883-2337,http://www.oskarblues.com/
EeNu7g,UpCountry Brewing Co.,Y,Brevard,North Carolina,35.238242,-82.735986,Micro Brewery,(828) 885-7538,https://www.upcountrybrewing.com/tap-rooms/brevard-taproom
Pf7pos,Boondocks Brewing,Y,West Jefferson,North Carolina,36.39957,-81.49158,Micro Brewery,3362465222,http://www.boondocksbrewhaus.com
G21vGb,Dirtbag Ales,Y,Hope Mills,North Carolina,34.9399796,-78.9133094,Micro Brewery,(910) 426-2537,http://www.dirtbagales.com
m1KTdv,Brewery Bhavana,Y,Raleigh,North Carolina,35.7774414,-78.6369037,Micro Brewery,(919) 829-9998,https://brewerybhavana.com
87K5yW,Bright Penny Brewing Company,Y,Mebane,North Carolina,36.095674,-79.263659,Micro Brewery,(919) 568-9415,https://www.facebook.com/brightpennybrewing/
P9cmyA,Brouwerïj Cursus Kĕmē,Y,Asheville,North Carolina,35.5759256,-82.5252043,Micro Brewery,(828) 412-5193,http://cursuskeme.com/
h1SYe2,Bull Durham Beer Company,Y,Durham,North Carolina,35.991585,-78.904016,Micro Brewery,NaN,http://www.bulldurhambeer.com/
JKx7GQ,Carolina Brewery,Y,Chapel Hill,North Carolina,35.9107497,-79.0628267,Brewpub,919-942-1800,http://www.carolinabrewery.com/
D1UQzj,Rock Bottom Restaurant & Brewery,Y,Charlotte,North Carolina,35.230194,-80.839336,Brewpub,704-334-2739,http://www.rockbottomsouth.com/
OCiWW5,Catawba Brewing Co.,Y,Charlotte,North Carolina,35.2245307,-80.8203339,Micro Brewery,(980) 498-6145,http://catawbabrewing.com/
Lli3HQ,Check Six Brewing Company,Y,Southport,North Carolina,33.9522705,-78.0444171,Micro Brewery,910-477-9280,http://www.checksixbeer.com
B5jTO7,Clouds Brewing,Y,Durham,North Carolina,35.9999644,-78.9101083,Brewpub,(919) 251-8096,http://www.cloudsbrewing.com/durham/
ouxHD2,Cotton House Craft Brewers,Y,Cary,North Carolina,35.7844908,-78.7808915,Micro Brewery,(984) 333-0050,https://cottonhousecraft.com/
5zPMkZ,Crystal Coast Brewing Company,Y,Atlantic Beach,North Carolina,34.7008756,-76.7413625,Micro Brewery,2522962841,NaN
Dr0DzL,Divine Barrel Brewing,Y,Charlotte,North Carolina,35.2502061,-80.7962924,Micro Brewery,(980) 237-1803,divinebarrel.com/
WDrFlD,Asheville Brewing Company,Y,Asheville,North Carolina,35.5917433,-82.5553572,Brewpub,828-255-4077,http://ashevillebrewing.com/
OCiWW5,Catawba Brewing Co.,Y,Morganton,North Carolina,35.744683,-81.685705,Micro Brewery,(828) 430-6883,http://catawbabrewingco.com
la8Dsz,Dry Falls Brewing Co.,Y,Hendersonville,North Carolina,35.3103986,-82.4628946,Micro Brewery,(828) 696-0660,http://www.dryfallsbrewing.com/
IJEzHF,DSSOLVR,Y,Asheville,North Carolina,35.5969081,-82.5534597,Micro Brewery,NaN,https://dssolvr.com/
46zcjJ,Eurisko Beer Company,Y,Asheville,North Carolina,35.5862455,-82.5523569,Micro Brewery,828-774-5055,www.euriskobeer.com
fQhCNM,Fitzgerald's Irish Pub,Y,Charlotte,North Carolina,35.2269273,-80.8403808,Restaurant/Ale House,704-900-8088,NaN
k8ujcf,Flying Machine Brewing Company,Y,Wilmington,North Carolina,34.229589,-77.901324,Tasting Room,910-769-8173,www.flyingmachine.beer
ajREdT,Foothills Brewing Company,Y,Winston-Salem,North Carolina,36.045353,-80.323159,Tasting Room,336-997-9484,http://foothillsbrewing.com
ajREdT,Foothills Brewing Company,Y,Winston-Salem,North Carolina,36.0975305,-80.250915,Brewpub,336-777-3348,http://www.foothillsbrewing.com/
nLP1fR,Fortnight Brewing Company,Y,Cary,North Carolina,35.777278,-78.801539,Micro Brewery,NaN,http://fortnightbrewing.com/
apcbMr,Fourth Creek Brewing Co.,Y,Statesville,North Carolina,35.7841271,-80.8910222,Micro Brewery,980-223-2294,https://www.fourthcreekbrewco.com/
cESRYF,Fox Hill Meadery,Y,Marshall,North Carolina,35.701399,-82.725496,Meadery,(828) 683-3387,https://www.foxhillmead.com/
zeWbuM,Wicked Weed Brewing Company,Y,Asheville,North Carolina,35.589172,-82.5552263,Micro Brewery,NaN,NaN
FWmPdY,Funky Skunk Brewing,Y,Otto,North Carolina,35.0482835,-83.4323375,Nano Brewery,NaN,http://www.funkyskunkbrewing.com/
FSFN0j,Ghostface Brewing,Y,Mooresville,North Carolina,35.5799965,-80.804496,Restaurant/Ale House,(704) 661-3834,http://www.ghostfacebrewing.com/
kh1g5M,Good Creature Brewing,Y,Greensboro,North Carolina,36.0661049,-79.7905131,Micro Brewery,NaN,https://www.facebook.com/goodcreaturebeer/
rfXHD7,Natty Greene's Brewing Co.,Y,Greensboro,North Carolina,36.069368,-79.790431,Brewpub,336-274-1373,http://nattygreenes.com
9GPPjY,Guidon Brewing Company,Y,Hendersonville,North Carolina,35.3227185,-82.4587108,Micro Brewery,(828) 595-7976,https://guidonbrewing.com/
ueswRW,Hi-Wire Brewing,Y,Asheville,North Carolina,35.5710813,-82.5459467,Micro Brewery,(828) 738-2448,https://hiwirebrewing.com/big-top/
HX4Prz,Skull Coast Ales,Y,Hickory,North Carolina,35.735156,-81.325672,Micro Brewery,NaN,NaN
XOcBJQ,Liberty Steakhouse and Brewery,Y,High Point,North Carolina,35.988478,-80.00451,Brewpub,(336) 882-4677,NaN
ApVAD3,HopFly Brewing Company,Y,Rocky Mount,North Carolina,35.9589495,-77.802199,Micro Brewery,NaN,https://www.hopflybrewing.com/
BajRnV,Incendiary Brewing Company,Y,Winston-Salem,North Carolina,36.0966367,-80.240563,Micro Brewery,3368936714,www.incendiarybrewing.com
beC6Xf,Keeper's Cut Meadery,Y,Marion,North Carolina,35.681552,-82.0112971,Meadery,828-527-6326,http://www.facebook.com/keeperscut
0tKnKg,Koi Pond Brewing Company,Y,Rocky Mount,North Carolina,35.938012,-77.804379,Micro Brewery,NaN,http://koipondbrewingcompany.com/
7JiAJ8,Coffee Brewery,Y,Raleigh,North Carolina,35.8034825,-78.6340497,Production Facility,NaN,NaN
hd8yE8,Lost Colony Brewery,Y,Manteo,North Carolina,35.909509,-75.6695212,Micro Brewery,(252) 473-6666,lostcolonybrewery.com/brewery
8NIrvv,Mad Co. Brew House,Y,Marshall,North Carolina,35.7974112,-82.6848629,Micro Brewery,(828) 649-8600,http://www.madisoncountybrewing.com/
DuLRZh,Lynwood Brewing Concern,Y,Raleigh,North Carolina,35.8704474,-78.7173494,Micro Brewery,9197850043,NaN
kZAhYn,Green Man Brewery,Y,Asheville,North Carolina,35.5886188,-82.5531836,Brewpub,828-252-5502,http://www.greenmanbrewery.com/
mEDZEd,Bond Brothers Beer Company,Y,Cary,North Carolina,35.7883075,-78.7777732,Micro Brewery,NaN,NaN
GH37ia,Hayesville Brewing Co,Y,Hayesville,North Carolina,35.039894,-83.7957094,Micro Brewery,(828) 835-6010,https://www.facebook.com/leisa5678/
SZSffk,The Dreamchaser's Brewery,Y,Waxhaw,North Carolina,34.9252494,-80.7430102,Nano Brewery,(704) 843-7326,http://dreamchasersbrewery.com
EFL2ud,Mill Whistle Brewing,Y,Beaufort,North Carolina,34.7165356,-76.6490569,Micro Brewery,(252) 342-6929,NaN
Nb0pFN,Ghost Harbor Brewing Company,Y,Elizabeth City,North Carolina,36.3007777,-76.2189429,Brewpub,(252) 599-1030,Ghostharborbrewing.com
nPgX4b,Zillicoah Beer Co.,Y,Woodfin,North Carolina,35.6172447,-82.5763487,Tasting Room,(828) 484-6502,https://zillicoahbeer.com
HktnHV,Oak City Brewing Company,Y,Knightdale,North Carolina,35.7939123,-78.476717,Micro Brewery,NaN,http://oakcitybrewingcompany.com
GUASqL,Lower Left Brewing Co,Y,Charlotte,North Carolina,35.182762,-80.8801084,Micro Brewery,704-469-9861,www.llbrewco.com
hNPjUO,Red Oak Brewery,Y,Whitsett,North Carolina,36.061258,-79.56952,Micro Brewery,888-Red-Oaks,http://www.redoakbrewery.com/
buCABg,Top of the Hill Restaurant and Brewery,Y,Chapel Hill,North Carolina,35.9131641,-79.0557507,Brewpub,1-919-929-8676,NaN
fVEF0B,Hillman Beer,Y,Asheville,North Carolina,35.56508,-82.537225,Micro Brewery,NaN,http://www.hillmanbeer.com/
IuStnF,Pelagic Beer And Wine,Y,Raleigh,North Carolina,35.7888592,-78.6339274,Micro Brewery,(919) 500-9716,http://www.pelagicbrewingcompany.com/
vEBhwg,Blue Blaze Brewing,Y,Charlotte,North Carolina,35.241765,-80.8672069,Micro Brewery,(704) 717-8527,http://www.blueblazebrewing.com/
R5c06p,Southern Strain Beer Company LLC,Y,Concord,North Carolina,35.4150768,-80.5771729,Nano Brewery,7042189106,www.southernstrainbrewing.com
3PKoGG,Percent Tap House,Y,Harrisburg,North Carolina,35.3264399,-80.6466085,Nano Brewery,9802588651,www.percenttaphouse.com
9rdKFY,Avenge Brewing Co.,Y,Charlotte,North Carolina,35.2270869,-80.8431267,Micro Brewery,NaN,http://www.avengebrewing.com/
u8frJ3,Bronze Star Brewery,Y,Spout Springs,North Carolina,35.2458543,-79.0230916,Micro Brewery,910-723-5997,http://www.bronzestarbrewery.com
mBM8Oz,Dingo Dog Brewing Company,Y,Carrboro,North Carolina,35.9101438,-79.0752895,Micro Brewery,(601) 955-4737,http://www.dingodogbrewing.com/
pp1OW5,Zebulon Artisan Ales,Y,Weaverville,North Carolina,35.6966626,-82.5608605,Micro Brewery,NaN,NaN
WSOfSU,Hickory Nut Gorge Brewery,Y,Chimney Rock,North Carolina,35.4402773,-82.250021,Micro Brewery,(828) 436-7047,http://Hickorynutgorgebrewery.com
OV4wYQ,Brown Truck Brewery,Y,High Point,North Carolina,35.9714788,-80.016063,Micro Brewery,(336) 442-7519,https://www.browntruckbrewery.com/
8m7Tbv,Cavendish Brewing Company,Y,Gastonia,North Carolina,35.2657001,-81.1877502,Micro Brewery,NaN,NaN
0onkhr,Durty Bull Brewing Company,Y,Durham,North Carolina,36.0011871,-78.8982994,Micro Brewery,(919) 688-2337,http://www.durtybull.com/
l5qHlM,Four Wagons Brewing Company,Y,Wendell,North Carolina,35.781442,-78.370197,Micro Brewery,(919) 426-4042,http://www.fourwagonsbrewco.com
MMgQZl,Brewery 99,Y,New Bern,North Carolina,35.108064,-77.040954,Micro Brewery,(252) 259-6393,http://brewery99.com/
6wKutG,Three Spirits Brewery,Y,Charlotte,North Carolina,35.1716557,-80.8791142,Micro Brewery,NaN,http://threespiritsbrewery.com
d8WYrI,Bhramari Brewhouse,Y,Asheville,North Carolina,35.5914264,-82.5520127,Micro Brewery,828.214.7981,NaN
c30iDf,Sweeten Creek Brewing,Y,Asheville,North Carolina,35.5425462,-82.5221774,Micro Brewery,(828) 575-2785,http://sweetencreekbrewing.com/
EMjWN6,Joymongers Brewing Co.,Y,Greensboro,North Carolina,36.078767,-79.7936927,Micro Brewery,NaN,https://www.facebook.com/Joymongers/timeline
rlyBAA,Fainting Goat Brewing Company,Y,Fuquay Varina,North Carolina,35.581367,-78.8000689,Micro Brewery,(919) 395-0642,NaN
qgSKWX,Groundlion Brewing Co.,Y,Seagrove,North Carolina,35.5404147,-79.7730901,Micro Brewery,NaN,NaN
hdOVRn,Southern Appalachian Brewery,Y,Hendersonville,North Carolina,35.322374,-82.459547,Micro Brewery,828-684-1235,http://www.sabrewery.com/
T0B8fy,Ecusta Brewery and Taproom,Y,Pisgah Forest,North Carolina,35.2737262,-82.7051634,Micro Brewery,(828) 966-2337,NaN
5JtwpP,Camelback Brewing Company,Y,Sanford,North Carolina,35.4872513,-79.1935369,Micro Brewery,(919) 478-1614,https://camelbackbrewingco.com/
hdckyq,Mountain Layers Brewing Company,Y,Bryson City,North Carolina,35.4287879,-83.4460677,Micro Brewery,NaN,http://www.mountainlayersbrewingcompany.com/
1yqdyJ,Howard Brewing Company,Y,Lenoir,North Carolina,35.91498,-81.539464,Brewpub,NaN,NaN
JxLZ8H,Little City Brewing And Provisions Co.,Y,Raleigh,North Carolina,35.7851987,-78.6452222,Micro Brewery,(919) 502-7155,http://thelocalicon.com/little-city/
8Qe5WH,Commoners Brewing Company,Y,Concord,North Carolina,35.4597838,-80.5848531,Micro Brewery,(704) 886-6002,https://commonersbrewingcompany.com/
nEEnk1,Southern Range Craft Beer & BBQ,Y,Monroe,North Carolina,34.9807206,-80.5510121,Micro Brewery,NaN,http://southernrangebrewing.com/
PXxbtS,4Chambers Brewing,Y,Stallings,North Carolina,35.0907026,-80.6861799,Micro Brewery,NaN,NaN
1rgQ2t,Jordan Lake Brewing Company,Y,Cary,North Carolina,35.7902816,-78.7758438,Micro Brewery,NaN,http://jordanlakebrewing.com/
cqA8ox,Biltmore Brewing Company,Y,Asheville,North Carolina,35.557734,-82.580672,Office,828-225-1333,http://www.biltmore.com/our_wine/Biltmore_Brewing/Cedrics_Beer/
GV82Ll,Bold Missy Brewery,Y,Charlotte,North Carolina,35.2492964,-80.7966386,Micro Brewery,NaN,http://www.boldmissybrewery.com/
CxfQef,Satulah Mountain Brewing Company,Y,Highlands,North Carolina,35.0538964,-83.1954328,Brewpub,(828) 482-9794,NaN
V8Zeed,Quick Trigger Brewing Company,Y,Ahoskie,North Carolina,36.286113,-76.986475,Micro Brewery,NaN,NaN
Q727rZ,Bessemer City Brewing,Y,Bessemer City,North Carolina,35.284149,-81.286603,Micro Brewery,NaN,http://whiskeymill.com/brewery.php
wJS1Me,Angry Troll Brewing,Y,Elkin,North Carolina,36.2443351,-80.8487633,Micro Brewery,(336) 258-2251,http://angrytrollbrewing.com/
2Qkw10,Sycamore Brewing,Y,Charlotte,North Carolina,35.208721,-80.862753,Micro Brewery,NaN,http://www.sycamorebrew.com/
bJgHxR,Hugger Mugger Brewing Company,Y,Sanford,North Carolina,35.478711,-79.178678,Micro Brewery,NaN,http://www.huggermuggerbrewing.com/
M5k56w,Bill's Front Porch,Y,Wilmington,North Carolina,34.2423157,-77.8923775,Micro Brewery,(910) 762-6333,http://billsfrontporch.com/
ajBhPo,217 Brew Works,Y,Wilson,North Carolina,35.7229467,-77.9121525,Micro Brewery,NaN,http://217brewworks.com/
D2uVZF,Seaboard Taproom & Wine Bar,Y,Matthews,North Carolina,35.1175931,-80.7213451,Micro Brewery,(704) 555-1212,NaN
RbLIUa,Salty Turtle Beer Co.,Y,Surf City,North Carolina,34.4433834,-77.5608801,Micro Brewery,NaN,http://saltyturtlebeer.com
j3eQCh,Newgrass Brewing Co.,Y,Shelby,North Carolina,35.290221,-81.539978,Micro Brewery,(704) 937-1280,NaN
MOM2Mw,Lenny Boy Brewing Co.,Y,Charlotte,North Carolina,35.201444,-80.873595,Micro Brewery,(980) 585-1728,http://www.discoverlennyboy.com
UOIwZb,Kind Beer Distributing,Y,Charlotte,North Carolina,35.265226,-80.759962,Office,704-819-4913,http://www.kindbeers.com/
gv1egz,Old North State Winery & Brewery,Y,Mount Airy,North Carolina,36.501921,-80.608282,Micro Brewery,336-789-9463,http://www.oldnorthstatewinery.com/
Ym0fEg,Neuse River Brewing Company,Y,Raleigh,North Carolina,35.8041774,-78.6328332,Micro Brewery,(404) 386-752,http://neuseriverbrewing.com/
pZGs5j,Other Side of the Moon Brewery,Y,Clemmons,North Carolina,36.0745756,-80.3906366,Micro Brewery,(336) 712-8200,http://www.fullmoonoysterbar.com/
nPSHXY,Compass Rose Brewery,Y,Raleigh,North Carolina,35.883935,-78.582712,Micro Brewery,NaN,NaN
5V7Qcw,GBrewhouse,Y,Peletier,North Carolina,34.7293,-77.075003,Micro Brewery,NaN,NaN
ZRW59q,Preyer Brewing Company,Y,Greensboro,North Carolina,36.079488,-79.793932,Micro Brewery,(336) 256-9450,http://www.preyerbrewing.com
hu5Jgx,Cabarrus Brewing Company,Y,Concord,North Carolina,35.4158214,-80.6058123,Micro Brewery,(704) 490-4487,http://www.cabarrusbrewing.com/
2nQ997,Starpoint Brewing,Y,Carrboro,North Carolina,35.873854,-79.08368,Nano Brewery,NaN,NaN
IjjCkQ,Bull City Ciderworks,Y,Durham,North Carolina,35.9909566,-78.8993013,Cidery,(919) 701-8467,www.bullcityciderworks.com/
NUoApN,Jolly Roger Brew,Y,Mooresville,North Carolina,35.5860756,-80.8657128,Micro Brewery,(704) 769-0305,http://jollyrogerbrew.com/
RzRrsp,Haw River Farmhouse Ales,Y,Saxapahaw,North Carolina,35.946722,-79.319075,Micro Brewery,919-741-9039,http://hawriverales.com/
YrFk9G,Bad Bishop Brewing,Y,Mebane,North Carolina,36.1012119,-79.269674,Micro Brewery,NaN,http://badbishopbrewing.com
HM5BbV,Bark Brewing Company,Y,Greensboro,North Carolina,36.0617081,-79.8438328,Micro Brewery,(336) 856-1406,http://barkbrewingcompany.com/
JLf9YB,Bombshell Beer Company,Y,Holly Springs,North Carolina,35.6582889,-78.8367829,Micro Brewery,(919) 823-1933,http://www.bombshellbeer.com/
BAyYIh,Thirty Three Brewing Co.,Y,Mooresville,North Carolina,35.5902215,-80.792242,Micro Brewery,NaN,http://www.33brewingcompany.com
CIdnUD,Koi Brewing Co,Y,Rocky Mount,North Carolina,35.938012,-77.804379,Micro Brewery,402-416-3844,https://www.facebook.com/KoiPondBrewingCompany
PoQAbZ,Yellow Sun Brewing Co,Y,Rutherfordton,North Carolina,35.36662,-81.958449,Micro Brewery,(828) 429-3840,NaN
8nYps3,American Honor Beer Company,Y,SE Hickory,North Carolina,35.735392,-81.3258422,Micro Brewery,800-961-8176,http://www.americanhonorbeer.com/
288yl0,Twenty-Six Acres Brewing Company,Y,Concord,North Carolina,35.388337,-80.723158,Micro Brewery,980-277-2337,http://www.26acres.com
BNc6fk,Turgua Brewing Co,Y,Fairview,North Carolina,35.5269891,-82.364124,Micro Brewery,(828) 222-0984,http://turguabrewing.com/
mcYO9v,Appalachian Mountain Brewery,Y,Boone,North Carolina,36.2033443,-81.6685954,Micro Brewery,(828) 263-1111,http://www.appalachianmountainbrewery.com/
eRrmuR,1789 Brewery & Taphouse,Y,Statesville,North Carolina,35.7826363,-80.8872959,Micro Brewery,(704) 750-1789,http://1789brewery.com
NTO6Fr,Nickelpoint Brewing Co.,Y,Raleigh,North Carolina,35.804402,-78.633663,Micro Brewery,NaN,http://www.unionsquarebrewery.com
Glab3s,Burlington Beer Works,Y,Burlington,North Carolina,36.03,-79.48,Micro Brewery,(919) 578-3393,http://www.burlingtonbeerworks.coop
jDg4xl,BearWaters Brewing Company,Y,Canton,North Carolina,35.5313019,-82.8426478,Micro Brewery,(828) 237-4200,http://www.bwbrewing.com/
VP2DMk,Ben's Tune Up,Y,Asheville,North Carolina,35.5913625,-82.555786,Micro Brewery,(828) 424-7580,http://www.benstuneup.com
kVLhDj,New Sarum Brewing,Y,Salisbury,North Carolina,35.666689,-80.468105,Micro Brewery,(704) 830-6577,http://www.newsarumbrewing.com
vloref,Sanctuary Brewing Company,Y,Hendersonville,North Carolina,35.3147592,-82.4588602,Micro Brewery,(828) 595-9956,http://www.sanctuarybrewco.com
VDojZD,King Canary Brewing Company,Y,Mooresville,North Carolina,35.5705815,-80.8684581,Micro Brewery,(704) 967-8472,https://www.kingcanarybrewing.com/
knEKVM,Pitt Street Brewing Company,Y,Greenville,North Carolina,35.6094137,-77.3771667,Micro Brewery,(252) 227-4151,https://www.pittstreetbrewing.com/
zxMohP,Wooden Robot Brewery,Y,Charlotte,North Carolina,35.2166767,-80.856644,Micro Brewery,NaN,NaN
6zQbFx,White Elephant Beer Company,Y,Mount Airy,North Carolina,36.5005979,-80.609098,Micro Brewery,(336) 648-8277,http://whiteelephantbeer.com/
ThMAOJ,Naked Apple Hard Cider,Y,Flat Rock,North Carolina,35.271228,-82.441508,Cidery,NaN,NaN
3Rjk1o,Heist Brewery,Y,Charlotte,North Carolina,35.245827,-80.808967,Brewpub,(704) 375-8260,http://www.heistbrewery.com
Rew3Ib,Outer Banks Brewing Station,Y,Kill Devil Hills,North Carolina,36.009996,-75.658754,Brewpub,252-449-2739,http://obbrewing.com/
zjHu4E,New Anthem Beer Project,Y,Wilmington,North Carolina,34.2340165,-77.9477633,Micro Brewery,NaN,NaN
zwAzew,Double Barley Brewing,Y,Smithfield,North Carolina,35.5667492,-78.3380203,Micro Brewery,(919) 934-3433,http://doublebarleybrewing.com/
Hdz6Zk,Starrlight Mead,Y,Pittsboro,North Carolina,35.7269418,-79.1752021,Meadery,919-533-6314,http://starrlightmead.com
404w1Y,Hoppy Trout Brewing Company,Y,Andrews,North Carolina,35.200614,-83.826531,Micro Brewery,(828) 835-2111,http://www.hoppytroutbrewing.com
pMdJig,Currahee Brewing Co,Y,Franklin,North Carolina,35.1876125,-83.3719159,Micro Brewery,(828) 634-0078,http://www.curraheebrew.com
zCcJrf,OysterHouse Brewing Company,Y,Asheville,North Carolina,35.5789513,-82.5888579,Brewpub,828-350-0505,http://www.oysterhousebeers.com/
soqqVC,Eleven Lakes Brewing,Y,Cornelius,North Carolina,35.4547133,-80.859866,Micro Brewery,NaN,NaN
LDLZb4,All Sevens Brewing,Y,Asheville,North Carolina,35.578687,-82.59428,Nano Brewery,828-225-9782,http://www.allsevensavl.com
zuFqe6,Suffolk Punch,Y,Charlotte,North Carolina,35.2004683,-80.869111,Restaurant/Ale House,704-319-8650,https://thesuffolkpunch.com
wH4NHi,Resident Culture,Y,Charlotte,North Carolina,35.2201419,-80.8055087,Micro Brewery,(704) 333-1862,https://residentculturebrewing.com/
B5TwAS,Snowbird Mountains Brewery,Y,Andrews,North Carolina,35.201452,-83.825497,Micro Brewery,678-410-3036,www.snowbirdmountainsbrewery.com
VMeZHo,Lazy Hiker Brewing Co.,Y,Franklin,North Carolina,35.180679,-83.384245,Micro Brewery,(828) 369-5299,http://www.lazyhikerbrewing.com/
fJYG8Y,Highland Brewing Company,Y,Asheville,North Carolina,35.571062,-82.4981899,Micro Brewery,828-299-3370,http://www.highlandbrewing.com/
f5DoHi,Lake Gaston Brewing Company,Y,Fayetteville,North Carolina,35.0530293,-78.8791907,Micro Brewery,(910) 748-0580,http://www.lakegastonbrew.com/
WDbiXY,Wise Man Brewing,Y,Winston-Salem,North Carolina,36.104876,-80.245385,Micro Brewery,(336) 725-0008,http://www.wisemanbrewing.com/
RkB8DB,One World Brewing,Y,Asheville,North Carolina,35.594796,-82.552285,Micro Brewery,(508) 982-3757,http://www.oneworldbrewing.com/
A4kfNJ,Legion Brewing,Y,Charlotte,North Carolina,35.218387,-80.812963,Nano Brewery,NaN,http://Www.legionbrewing.com
wEuyjp,Edward Teach Brewing,Y,Wilmington,North Carolina,34.2426565,-77.9453171,Micro Brewery,(910) 523-5401,http://edwardteachbrewery.com/
hJaj9K,Southern Pines Brewing Company,Y,Southern Pines,North Carolina,35.187027,-79.3718109,Micro Brewery,NaN,http://www.southernpinesbrewing.com
JdJXIl,Regulator Brewing Company,Y,Hillsborough,North Carolina,36.0754183,-79.0997347,Micro Brewery,(919) 589-2739,http://www.regulatorbrewing.com/
SwM8Ku,Kettell Beerworks,Y,Banner Elk,North Carolina,36.1661659,-81.8640772,Micro Brewery,828-898-8677,https://www.facebook.com/pg/KettellBeerworks
eu1cAn,Bull City Burger and Brewery,Y,Durham,North Carolina,35.995445,-78.899939,Brewpub,919-680-2333,http://www.bullcityburgerandbrewery.com/
vx2LSC,Medieval Brewing Company,Y,Mooresville,North Carolina,35.576488,-80.82093,Micro Brewery,(704) 661-3834,http://www.medievalbrewingcompany.com
YGl9bd,Lost Province Brewing Co,Y,Boone,North Carolina,36.219076,-81.6835445,Micro Brewery,(828) 263-7429,http://lostprovince.com
AaTxl4,Trollingwood Brewing Company,Y,Greenville,North Carolina,35.612661,-77.3663538,Micro Brewery,NaN,http://longleafbrewing.com
PDva3w,Good Hops Brewing LLC,Y,Carolina Beach,North Carolina,34.041266,-77.904635,Micro Brewery,(706) 713-1594,https://www.goodhopsbrewing.com
4LmZeF,Black Creek Brewery,Y,Roxboro,North Carolina,36.393744,-78.982759,Micro Brewery,NaN,https://www.facebook.com/blackcreekbrewing/
1XeODN,Flytrap Brewing,Y,Wilmington,North Carolina,34.240339,-77.9455104,Micro Brewery,NaN,http://flytrapbrewing.com
QR49h5,Oak & Dagger Public House,Y,Raleigh,North Carolina,35.7892684,-78.6394065,Micro Brewery,NaN,NaN
drNCMo,Flat Top Brewing Company,Y,Elk,North Carolina,36.165885,-81.863956,Micro Brewery,(423) 342-7030,http://www.flattopbrewing.com
TxaTZN,"Boone Brewing Co, LLC DBA Blowing Rock Brewing Co.",Y,Blowing Rock,North Carolina,36.135129,-81.6776059,Office,828-963-0619,http://www.blowingrockbrewing.com/
18bX0K,Ole Shed Brewing Company,Y,Dallas,North Carolina,35.316155,-81.219127,Micro Brewery,(704) 266-1472,http://www.oledallasbrewery.com
sUoofg,Brüeprint Brewing Company,Y,Apex,North Carolina,35.7121944,-78.851764,Micro Brewery,NaN,http://brueprint.com/
XRTc94,Aviator Brewing Company,Y,Fuquay-Varina,North Carolina,35.619701,-78.808539,Micro Brewery,919-567-2337,http://www.aviatorbrew.com/
UoXcp7,Broomtail Craft Brewery,Y,Wilmington,North Carolina,34.2598405,-77.8468914,Micro Brewery,(910) 264-1369,http://www.broomtailcraftbrewery.com
pKTvAn,Triskelion Brewing Company,Y,Hendersonville,North Carolina,35.3204813,-82.457796,Micro Brewery,(828) 388-7051,http://triskelionbrewing.com/
